Tipo Institución;Cód. Institución;Nombre Institución;Año Proceso;Nº Laboratorios;M2 Construido;Nº de PC para alumnos;N° Computadores con Internet
I.P.;2021;I.P. LA ARAUCANA;2010;5;215;74;74
I.P.;2021;I.P. LA ARAUCANA;2009;4;97;76;76
I.P.;2021;I.P. LA ARAUCANA;2008;4;111;64;64
I.P.;2021;I.P. LA ARAUCANA;2007;4;111;64;64
I.P.;2021;I.P. LA ARAUCANA;2006;3;75;60;60
I.P.;2021;I.P. LA ARAUCANA;2005;3;75;75;75
I.P.;2021;I.P. LA ARAUCANA;2018;2;61;33;33
I.P.;2021;I.P. LA ARAUCANA;2017;2;61;33;33
I.P.;2021;I.P. LA ARAUCANA;2016;2;45;54;24
I.P.;2021;I.P. LA ARAUCANA;2015;1;33;20;20
I.P.;2021;I.P. LA ARAUCANA;2014;2;75;36;36
I.P.;2021;I.P. LA ARAUCANA;2013;2;75;40;40
I.P.;2021;I.P. LA ARAUCANA;2012;2;50;43;43
I.P.;2021;I.P. LA ARAUCANA;2011;2;50;38;38
I.P.;2021;I.P. LA ARAUCANA;2010;1;26;20;20
I.P.;2021;I.P. LA ARAUCANA;2009;1;16;20;20
I.P.;2021;I.P. LA ARAUCANA;2018;4;170;112;112
I.P.;2021;I.P. LA ARAUCANA;2017;4;170;112;112
I.P.;2021;I.P. LA ARAUCANA;2016;2;84;90;90
I.P.;2021;I.P. LA ARAUCANA;2015;3;90;113;113
I.P.;2021;I.P. LA ARAUCANA;2014;2;39;72;72
I.P.;2021;I.P. LA ARAUCANA;2013;2;41;70;70
I.P.;2021;I.P. LA ARAUCANA;2012;2;41;70;70
I.P.;2021;I.P. LA ARAUCANA;2011;1;41;39;39
I.P.;2021;I.P. LA ARAUCANA;2018;7;246;117;117
I.P.;2021;I.P. LA ARAUCANA;2017;7;246;117;117
I.P.;2021;I.P. LA ARAUCANA;2016;9;350;265;123
I.P.;2021;I.P. LA ARAUCANA;2015;9;350;115;115
I.P.;2021;I.P. LA ARAUCANA;2014;10;487;153;153
I.P.;2021;I.P. LA ARAUCANA;2013;10;487;153;153
I.P.;2021;I.P. LA ARAUCANA;2012;7;266;123;123
I.P.;2021;I.P. LA ARAUCANA;2011;7;266;98;98
I.P.;2021;I.P. LA ARAUCANA;2010;4;149;98;98
I.P.;2021;I.P. LA ARAUCANA;2009;3;170;68;68
I.P.;2021;I.P. LA ARAUCANA;2008;2;80;60;60
I.P.;2021;I.P. LA ARAUCANA;2007;2;1;45;30
I.P.;2021;I.P. LA ARAUCANA;2018;12;320;98;98
I.P.;2021;I.P. LA ARAUCANA;2017;12;320;98;98
I.P.;2021;I.P. LA ARAUCANA;2016;10;305;220;220
I.P.;2021;I.P. LA ARAUCANA;2015;9;223;102;102
I.P.;2021;I.P. LA ARAUCANA;2014;8;505;137;137
I.P.;2021;I.P. LA ARAUCANA;2013;12;588;179;179
I.P.;2021;I.P. LA ARAUCANA;2012;10;378;190;190
I.P.;2021;I.P. LA ARAUCANA;2011;8;204;119;119
I.P.;2021;I.P. LA ARAUCANA;2010;5;430;71;71
I.P.;2021;I.P. LA ARAUCANA;2009;5;430;71;71
I.P.;2021;I.P. LA ARAUCANA;2008;6;240;92;84
I.P.;2021;I.P. LA ARAUCANA;2007;3;200;42;42
I.P.;2021;I.P. LA ARAUCANA;2006;4;200;60;60
I.P.;2021;I.P. LA ARAUCANA;2005;6;200;80;80
I.P.;2021;I.P. LA ARAUCANA;2018;4;132;103;103
I.P.;2021;I.P. LA ARAUCANA;2017;4;132;103;103
I.P.;2021;I.P. LA ARAUCANA;2016;4;131;123;123
I.P.;2021;I.P. LA ARAUCANA;2015;4;131;105;105
I.P.;2021;I.P. LA ARAUCANA;2014;5;159;125;125
I.P.;2021;I.P. LA ARAUCANA;2013;4;66;112;112
I.P.;2021;I.P. LA ARAUCANA;2012;3;130;78;78
I.P.;2021;I.P. LA ARAUCANA;2011;2;42;55;55
I.P.;2021;I.P. LA ARAUCANA;2010;2;63;50;20
I.P.;2021;I.P. LA ARAUCANA;2011;13;544;72;72
I.P.;2021;I.P. LA ARAUCANA;2018;27;1.099;685;685
I.P.;2021;I.P. LA ARAUCANA;2017;31;1.302;729;729
I.P.;2021;I.P. LA ARAUCANA;2016;36;1.104;952;952
I.P.;2021;I.P. LA ARAUCANA;2015;31;1.170;752;752
I.P.;2021;I.P. LA ARAUCANA;2014;25;869;494;494
I.P.;2021;I.P. LA ARAUCANA;2013;19;1.153;497;497
I.P.;2021;I.P. LA ARAUCANA;2012;18;1.153;451;451
I.P.;2021;I.P. LA ARAUCANA;2011;9;340;266;266
I.P.;2021;I.P. LA ARAUCANA;2010;9;337;265;265
I.P.;2021;I.P. LA ARAUCANA;2009;10;302;265;265
I.P.;2021;I.P. LA ARAUCANA;2008;11;462;262;262
I.P.;2021;I.P. LA ARAUCANA;2007;19;308;191;191
I.P.;2021;I.P. LA ARAUCANA;2006;6;271;219;206
I.P.;2021;I.P. LA ARAUCANA;2005;9;271;208;185
I.P.;2021;I.P. LA ARAUCANA;2018;4;210;84;84
I.P.;2021;I.P. LA ARAUCANA;2017;4;210;84;84
I.P.;2021;I.P. LA ARAUCANA;2016;4;252;135;135
I.P.;2021;I.P. LA ARAUCANA;2015;5;524;175;175
I.P.;2021;I.P. LA ARAUCANA;2014;5;274;175;175
I.P.;2021;I.P. LA ARAUCANA;2013;5;274;175;175
I.P.;2021;I.P. LA ARAUCANA;2012;5;274;175;175
I.P.;2021;I.P. LA ARAUCANA;2011;3;185;115;115
I.P.;2021;I.P. LA ARAUCANA;2010;3;185;115;115
I.P.;2021;I.P. LA ARAUCANA;2009;3;185;15;105
I.P.;2021;I.P. LA ARAUCANA;2008;2;108;69;69
I.P.;2021;I.P. LA ARAUCANA;2018;3;98;56;56
I.P.;2021;I.P. LA ARAUCANA;2017;3;98;56;56
I.P.;2021;I.P. LA ARAUCANA;2016;3;98;63;63
I.P.;2021;I.P. LA ARAUCANA;2015;3;98;56;56
I.P.;2021;I.P. LA ARAUCANA;2014;3;158;60;59
I.P.;2022;I.P. DE CIENCIAS Y ARTES INCA-CEA;2015;8;590;69;69
I.P.;2022;I.P. DE CIENCIAS Y ARTES INCA-CEA;2014;8;590;69;69
I.P.;2022;I.P. DE CIENCIAS Y ARTES INCA-CEA;2012;8;590;69;69
I.P.;2022;I.P. DE CIENCIAS Y ARTES INCA-CEA;2011;8;590;69;69
I.P.;2022;I.P. DE CIENCIAS Y ARTES INCA-CEA;2010;7;536;66;66
I.P.;2022;I.P. DE CIENCIAS Y ARTES INCA-CEA;2008;7;536;66;66
I.P.;2022;I.P. DE CIENCIAS Y ARTES INCA-CEA;2007;7;536;66;66
I.P.;2022;I.P. DE CIENCIAS Y ARTES INCA-CEA;2006;7;536;66;66
I.P.;2022;I.P. DE CIENCIAS Y ARTES INCA-CEA;2005;7;536;66;66
I.P.;2022;I.P. DE CIENCIAS Y ARTES INCA-CEA;2011;4;188;10;10
I.P.;2023;I.P. CENAFOM;2007;1;42;7;7
I.P.;2023;I.P. CENAFOM;2006;2;65;15;15
I.P.;2023;I.P. CENAFOM;2005;2;65;15;15
I.P.;2023;I.P. CENAFOM;2006;1;18;11;11
I.P.;2023;I.P. CENAFOM;2005;1;18;11;11
I.P.;2024;I.P. CIISA;2024;11;370;242;253
I.P.;2024;I.P. CIISA;2023;12;370;264;264
I.P.;2024;I.P. CIISA;2022;12;370;262;262
I.P.;2024;I.P. CIISA;2021;18;605;343;343
I.P.;2024;I.P. CIISA;2020;18;605;400;400
I.P.;2024;I.P. CIISA;2019;18;591;410;410
I.P.;2024;I.P. CIISA;2018;18;596;423;423
I.P.;2024;I.P. CIISA;2017;21;630;484;484
I.P.;2024;I.P. CIISA;2016;21;630;421;421
I.P.;2024;I.P. CIISA;2015;21;630;421;421
I.P.;2024;I.P. CIISA;2014;20;577;467;467
I.P.;2024;I.P. CIISA;2013;18;519;329;329
I.P.;2024;I.P. CIISA;2012;10;332;257;257
I.P.;2024;I.P. CIISA;2011;10;332;81;81
I.P.;2024;I.P. CIISA;2010;10;332;168;168
I.P.;2024;I.P. CIISA;2009;10;332;166;166
I.P.;2024;I.P. CIISA;2008;9;310;138;138
I.P.;2024;I.P. CIISA;2007;8;282;125;125
I.P.;2024;I.P. CIISA;2006;9;311;131;131
I.P.;2024;I.P. CIISA;2005;8;282;134;134
I.P.;2025;I.P. ENAC;2016;9;500;115;115
I.P.;2025;I.P. ENAC;2015;9;500;115;115
I.P.;2025;I.P. ENAC;2014;9;500;115;115
I.P.;2025;I.P. ENAC;2013;9;500;115;115
I.P.;2025;I.P. ENAC;2012;9;500;115;115
I.P.;2025;I.P. ENAC;2011;9;500;115;115
I.P.;2025;I.P. ENAC;2010;9;500;115;115
I.P.;2025;I.P. ENAC;2009;9;440;115;112
I.P.;2025;I.P. ENAC;2008;13;635;126;126
I.P.;2025;I.P. ENAC;2007;18;906;100;100
I.P.;2025;I.P. ENAC;2006;18;906;79;79
I.P.;2025;I.P. ENAC;2005;5;396;95;95
I.P.;2026;I.P. HOGAR CATEQUÍSTICO;2015;2;41;14;14
I.P.;2026;I.P. HOGAR CATEQUÍSTICO;2014;2;41;14;14
I.P.;2026;I.P. HOGAR CATEQUÍSTICO;2013;2;41;14;14
I.P.;2026;I.P. HOGAR CATEQUÍSTICO;2012;2;41;14;14
I.P.;2026;I.P. HOGAR CATEQUÍSTICO;2011;2;41;14;14
I.P.;2026;I.P. HOGAR CATEQUÍSTICO;2010;2;41;14;14
I.P.;2026;I.P. HOGAR CATEQUÍSTICO;2009;2;41;14;14
I.P.;2026;I.P. HOGAR CATEQUÍSTICO;2008;2;41;14;14
I.P.;2026;I.P. HOGAR CATEQUÍSTICO;2007;2;41;13;13
I.P.;2026;I.P. HOGAR CATEQUÍSTICO;2006;1;32;14;14
I.P.;2026;I.P. HOGAR CATEQUÍSTICO;2005;1;32;10;10
I.P.;2027;I.P. LOS LEONES;2024;59;2.627;900;781
I.P.;2027;I.P. LOS LEONES;2023;59;2.627;900;781
I.P.;2027;I.P. LOS LEONES;2022;68;3.255;1.001;1.001
I.P.;2027;I.P. LOS LEONES;2021;53;3.535;1.001;1.001
I.P.;2027;I.P. LOS LEONES;2020;62;3.059;1.000;1.000
I.P.;2027;I.P. LOS LEONES;2019;62;3.521;1.000;1.000
I.P.;2027;I.P. LOS LEONES;2018;58;3.297;907;907
I.P.;2027;I.P. LOS LEONES;2017;60;2.945;910;910
I.P.;2027;I.P. LOS LEONES;2016;62;3.272;829;829
I.P.;2027;I.P. LOS LEONES;2015;46;2.556;819;819
I.P.;2027;I.P. LOS LEONES;2014;26;1.320;480;480
I.P.;2027;I.P. LOS LEONES;2013;22;1.320;367;367
I.P.;2027;I.P. LOS LEONES;2012;16;1.450;406;406
I.P.;2027;I.P. LOS LEONES;2011;23;1.395;346;346
I.P.;2027;I.P. LOS LEONES;2010;30;1.243;290;290
I.P.;2027;I.P. LOS LEONES;2009;24;960;296;296
I.P.;2027;I.P. LOS LEONES;2008;30;1.940;330;330
I.P.;2027;I.P. LOS LEONES;2007;29;1.875;320;346
I.P.;2027;I.P. LOS LEONES;2006;27;1.725;165;165
I.P.;2027;I.P. LOS LEONES;2005;10;512;160;160
I.P.;2027;I.P. LOS LEONES;2019;4;216;93;93
I.P.;2027;I.P. LOS LEONES;2018;4;216;93;93
I.P.;2027;I.P. LOS LEONES;2017;3;134;71;71
I.P.;2027;I.P. LOS LEONES;2016;3;134;71;71
I.P.;2027;I.P. LOS LEONES;2015;3;129;80;80
I.P.;2027;I.P. LOS LEONES;2014;3;75;65;65
I.P.;2027;I.P. LOS LEONES;2013;2;67;46;44
I.P.;2028;I.P. DE LOS LAGOS;2015;2;72;39;39
I.P.;2028;I.P. DE LOS LAGOS;2014;2;72;39;39
I.P.;2028;I.P. DE LOS LAGOS;2013;2;72;39;39
I.P.;2028;I.P. DE LOS LAGOS;2012;2;72;39;39
I.P.;2028;I.P. DE LOS LAGOS;2011;2;72;23;23
I.P.;2028;I.P. DE LOS LAGOS;2010;2;72;23;23
I.P.;2028;I.P. DE LOS LAGOS;2009;2;72;23;23
I.P.;2028;I.P. DE LOS LAGOS;2015;1;46;13;13
I.P.;2028;I.P. DE LOS LAGOS;2014;1;46;13;13
I.P.;2028;I.P. DE LOS LAGOS;2013;1;46;13;13
I.P.;2028;I.P. DE LOS LAGOS;2012;1;46;13;13
I.P.;2028;I.P. DE LOS LAGOS;2011;1;46;12;12
I.P.;2028;I.P. DE LOS LAGOS;2010;1;46;12;12
I.P.;2028;I.P. DE LOS LAGOS;2009;1;46;9;9
I.P.;2028;I.P. DE LOS LAGOS;2015;2;62;33;33
I.P.;2028;I.P. DE LOS LAGOS;2014;2;62;33;33
I.P.;2028;I.P. DE LOS LAGOS;2013;2;62;33;33
I.P.;2028;I.P. DE LOS LAGOS;2012;2;62;33;33
I.P.;2028;I.P. DE LOS LAGOS;2011;2;62;12;12
I.P.;2028;I.P. DE LOS LAGOS;2010;2;62;12;12
I.P.;2028;I.P. DE LOS LAGOS;2009;2;62;12;12
I.P.;2028;I.P. DE LOS LAGOS;2022;1;50;32;32
I.P.;2028;I.P. DE LOS LAGOS;2021;1;50;32;32
I.P.;2028;I.P. DE LOS LAGOS;2020;1;50;32;32
I.P.;2028;I.P. DE LOS LAGOS;2019;1;50;32;32
I.P.;2028;I.P. DE LOS LAGOS;2018;1;50;32;32
I.P.;2028;I.P. DE LOS LAGOS;2017;1;50;32;32
I.P.;2028;I.P. DE LOS LAGOS;2016;1;50;66;66
I.P.;2028;I.P. DE LOS LAGOS;2015;1;50;66;66
I.P.;2028;I.P. DE LOS LAGOS;2014;1;50;46;46
I.P.;2028;I.P. DE LOS LAGOS;2013;1;50;46;46
I.P.;2028;I.P. DE LOS LAGOS;2012;1;50;46;46
I.P.;2028;I.P. DE LOS LAGOS;2011;1;50;22;22
I.P.;2028;I.P. DE LOS LAGOS;2010;2;80;22;22
I.P.;2028;I.P. DE LOS LAGOS;2009;2;80;22;22
I.P.;2028;I.P. DE LOS LAGOS;2022;2;50;25;25
I.P.;2028;I.P. DE LOS LAGOS;2021;2;50;25;25
I.P.;2028;I.P. DE LOS LAGOS;2020;2;50;25;25
I.P.;2028;I.P. DE LOS LAGOS;2019;1;31;40;40
I.P.;2028;I.P. DE LOS LAGOS;2018;1;31;40;40
I.P.;2028;I.P. DE LOS LAGOS;2017;1;31;39;39
I.P.;2028;I.P. DE LOS LAGOS;2016;1;34;42;42
I.P.;2028;I.P. DE LOS LAGOS;2015;1;34;42;42
I.P.;2028;I.P. DE LOS LAGOS;2014;1;34;22;22
I.P.;2028;I.P. DE LOS LAGOS;2013;1;34;22;22
I.P.;2028;I.P. DE LOS LAGOS;2012;1;34;22;22
I.P.;2028;I.P. DE LOS LAGOS;2011;1;34;22;22
I.P.;2028;I.P. DE LOS LAGOS;2010;1;34;22;22
I.P.;2028;I.P. DE LOS LAGOS;2009;1;34;22;22
I.P.;2028;I.P. DE LOS LAGOS;2022;2;80;32;32
I.P.;2028;I.P. DE LOS LAGOS;2021;2;80;32;32
I.P.;2028;I.P. DE LOS LAGOS;2020;2;80;32;32
I.P.;2028;I.P. DE LOS LAGOS;2019;2;40;44;44
I.P.;2028;I.P. DE LOS LAGOS;2018;2;40;44;44
I.P.;2028;I.P. DE LOS LAGOS;2017;2;40;36;36
I.P.;2028;I.P. DE LOS LAGOS;2016;3;98;71;71
I.P.;2028;I.P. DE LOS LAGOS;2015;3;98;71;71
I.P.;2028;I.P. DE LOS LAGOS;2014;3;98;46;46
I.P.;2028;I.P. DE LOS LAGOS;2013;3;98;46;46
I.P.;2028;I.P. DE LOS LAGOS;2012;3;98;46;46
I.P.;2028;I.P. DE LOS LAGOS;2011;2;75;35;35
I.P.;2028;I.P. DE LOS LAGOS;2010;2;75;35;35
I.P.;2028;I.P. DE LOS LAGOS;2009;1;23;35;35
I.P.;2028;I.P. DE LOS LAGOS;2022;2;120;63;63
I.P.;2028;I.P. DE LOS LAGOS;2021;2;120;63;63
I.P.;2028;I.P. DE LOS LAGOS;2020;2;120;63;63
I.P.;2028;I.P. DE LOS LAGOS;2019;2;120;63;63
I.P.;2028;I.P. DE LOS LAGOS;2018;3;120;63;63
I.P.;2028;I.P. DE LOS LAGOS;2017;3;120;63;63
I.P.;2028;I.P. DE LOS LAGOS;2016;3;120;98;98
I.P.;2028;I.P. DE LOS LAGOS;2015;3;120;98;98
I.P.;2028;I.P. DE LOS LAGOS;2014;3;120;68;68
I.P.;2028;I.P. DE LOS LAGOS;2013;3;120;68;68
I.P.;2028;I.P. DE LOS LAGOS;2012;3;120;68;68
I.P.;2028;I.P. DE LOS LAGOS;2011;3;120;54;54
I.P.;2028;I.P. DE LOS LAGOS;2010;2;80;49;49
I.P.;2028;I.P. DE LOS LAGOS;2009;1;40;49;49
I.P.;2028;I.P. DE LOS LAGOS;2022;2;60;59;59
I.P.;2028;I.P. DE LOS LAGOS;2021;2;60;59;59
I.P.;2028;I.P. DE LOS LAGOS;2020;2;60;59;59
I.P.;2028;I.P. DE LOS LAGOS;2019;2;60;59;59
I.P.;2028;I.P. DE LOS LAGOS;2018;2;60;59;59
I.P.;2028;I.P. DE LOS LAGOS;2017;2;60;59;59
I.P.;2028;I.P. DE LOS LAGOS;2016;2;60;30;30
I.P.;2028;I.P. DE LOS LAGOS;2015;2;60;30;30
I.P.;2028;I.P. DE LOS LAGOS;2014;2;60;30;30
I.P.;2028;I.P. DE LOS LAGOS;2013;2;60;30;30
I.P.;2028;I.P. DE LOS LAGOS;2012;2;60;30;30
I.P.;2028;I.P. DE LOS LAGOS;2011;2;50;20;20
I.P.;2028;I.P. DE LOS LAGOS;2010;2;50;20;20
I.P.;2028;I.P. DE LOS LAGOS;2009;2;50;20;20
I.P.;2028;I.P. DE LOS LAGOS;2022;2;96;56;56
I.P.;2028;I.P. DE LOS LAGOS;2021;2;96;56;56
I.P.;2028;I.P. DE LOS LAGOS;2020;2;96;56;56
I.P.;2028;I.P. DE LOS LAGOS;2019;2;96;56;56
I.P.;2028;I.P. DE LOS LAGOS;2018;2;96;56;56
I.P.;2028;I.P. DE LOS LAGOS;2017;2;96;56;56
I.P.;2028;I.P. DE LOS LAGOS;2016;2;118;74;74
