Tipo Institución;Cód. Institución;Nombre Institución;Año Proceso;Nº Laboratorios;M2 Construido;Nº de PC para alumnos;N° Computadores con Internet
Univ.;1031;U. ANDRÉS BELLO;2013;296;15.291;1.492;1.492
Univ.;1031;U. ANDRÉS BELLO;2012;265;15.002;1.425;1.425
Univ.;1031;U. ANDRÉS BELLO;2011;208;15.930;1.425;1.425
Univ.;1031;U. ANDRÉS BELLO;2010;204;15.684;1.279;1.279
Univ.;1031;U. ANDRÉS BELLO;2009;196;15.105;1.217;1.217
Univ.;1031;U. ANDRÉS BELLO;2008;194;14.676;1.135;1.135
Univ.;1031;U. ANDRÉS BELLO;2007;459;13.084;1.081;1.016
Univ.;1031;U. ANDRÉS BELLO;2006;136;11.195;910;845
Univ.;1031;U. ANDRÉS BELLO;2005;116;s/i;851;759
Univ.;1031;U. ANDRÉS BELLO;2024;229;11.637;930;930
Univ.;1031;U. ANDRÉS BELLO;2023;225;11.485;1.050;1.050
Univ.;1031;U. ANDRÉS BELLO;2022;225;11.217;1.179;1.179
Univ.;1031;U. ANDRÉS BELLO;2021;225;10.886;1.179;1.179
Univ.;1031;U. ANDRÉS BELLO;2020;203;10.547;996;1.061
Univ.;1031;U. ANDRÉS BELLO;2019;183;10.404;996;996
Univ.;1031;U. ANDRÉS BELLO;2018;183;10.404;966;966
Univ.;1031;U. ANDRÉS BELLO;2017;136;8.141;962;962
Univ.;1031;U. ANDRÉS BELLO;2016;183;10.164;880;870
Univ.;1031;U. ANDRÉS BELLO;2015;173;1.657;881;881
Univ.;1031;U. ANDRÉS BELLO;2014;125;10.138;546;546
Univ.;1031;U. ANDRÉS BELLO;2013;103;9.244;536;536
Univ.;1031;U. ANDRÉS BELLO;2012;73;4.271;371;371
Univ.;1031;U. ANDRÉS BELLO;2011;51;4.184;371;371
Univ.;1031;U. ANDRÉS BELLO;2010;51;4.184;371;371
Univ.;1031;U. ANDRÉS BELLO;2009;50;4.171;431;431
Univ.;1031;U. ANDRÉS BELLO;2008;50;4.171;390;390
Univ.;1031;U. ANDRÉS BELLO;2007;44;3.633;286;240
Univ.;1031;U. ANDRÉS BELLO;2006;35;2.900;248;218
Univ.;1031;U. ANDRÉS BELLO;2005;21;s/i;193;170
Univ.;1032;U. DE ARTE Y CIENCIAS SOCIALES ARCIS;2007;1;63;10;7
Univ.;1032;U. DE ARTE Y CIENCIAS SOCIALES ARCIS;2005;1;63;10;7
Univ.;1032;U. DE ARTE Y CIENCIAS SOCIALES ARCIS;2009;2;64;26;26
Univ.;1032;U. DE ARTE Y CIENCIAS SOCIALES ARCIS;2008;2;64;26;26
Univ.;1032;U. DE ARTE Y CIENCIAS SOCIALES ARCIS;2007;1;20;18;18
Univ.;1032;U. DE ARTE Y CIENCIAS SOCIALES ARCIS;2006;1;90;24;21
Univ.;1032;U. DE ARTE Y CIENCIAS SOCIALES ARCIS;2005;3;90;27;12
Univ.;1032;U. DE ARTE Y CIENCIAS SOCIALES ARCIS;2009;3;111;21;21
Univ.;1032;U. DE ARTE Y CIENCIAS SOCIALES ARCIS;2008;3;111;21;21
Univ.;1032;U. DE ARTE Y CIENCIAS SOCIALES ARCIS;2007;8;239;22;22
Univ.;1032;U. DE ARTE Y CIENCIAS SOCIALES ARCIS;2006;6;206;31;31
Univ.;1032;U. DE ARTE Y CIENCIAS SOCIALES ARCIS;2006;1;17;4;4
Univ.;1032;U. DE ARTE Y CIENCIAS SOCIALES ARCIS;2005;1;17;4;4
Univ.;1032;U. DE ARTE Y CIENCIAS SOCIALES ARCIS;2006;1;12;3;3
Univ.;1032;U. DE ARTE Y CIENCIAS SOCIALES ARCIS;2005;1;45;15;s/i
Univ.;1032;U. DE ARTE Y CIENCIAS SOCIALES ARCIS;2009;s/i;s/i;6;6
Univ.;1032;U. DE ARTE Y CIENCIAS SOCIALES ARCIS;2008;s/i;s/i;6;6
Univ.;1032;U. DE ARTE Y CIENCIAS SOCIALES ARCIS;2006;3;120;11;11
Univ.;1032;U. DE ARTE Y CIENCIAS SOCIALES ARCIS;2005;1;45;20;20
Univ.;1032;U. DE ARTE Y CIENCIAS SOCIALES ARCIS;2009;82;4.678;261;227
Univ.;1032;U. DE ARTE Y CIENCIAS SOCIALES ARCIS;2008;82;4.678;261;227
Univ.;1032;U. DE ARTE Y CIENCIAS SOCIALES ARCIS;2007;17;827;276;256
Univ.;1032;U. DE ARTE Y CIENCIAS SOCIALES ARCIS;2006;13;710;370;370
Univ.;1032;U. DE ARTE Y CIENCIAS SOCIALES ARCIS;2005;13;710;350;350
Univ.;1032;U. DE ARTE Y CIENCIAS SOCIALES ARCIS;2009;8;348;40;40
Univ.;1032;U. DE ARTE Y CIENCIAS SOCIALES ARCIS;2008;4;109;40;40
Univ.;1032;U. DE ARTE Y CIENCIAS SOCIALES ARCIS;2007;8;287;40;40
Univ.;1032;U. DE ARTE Y CIENCIAS SOCIALES ARCIS;2006;7;275;31;31
Univ.;1032;U. DE ARTE Y CIENCIAS SOCIALES ARCIS;2005;5;225;21;21
Univ.;1033;U. ADVENTISTA DE CHILE;2024;56;2.265;105;105
Univ.;1033;U. ADVENTISTA DE CHILE;2023;50;1.911;105;105
Univ.;1033;U. ADVENTISTA DE CHILE;2022;46;1.746;103;103
Univ.;1033;U. ADVENTISTA DE CHILE;2021;30;1.244;103;103
Univ.;1033;U. ADVENTISTA DE CHILE;2020;29;1.178;103;103
Univ.;1033;U. ADVENTISTA DE CHILE;2019;29;1.178;98;98
Univ.;1033;U. ADVENTISTA DE CHILE;2018;29;961;92;92
Univ.;1033;U. ADVENTISTA DE CHILE;2017;28;929;98;98
Univ.;1033;U. ADVENTISTA DE CHILE;2016;28;929;98;98
Univ.;1033;U. ADVENTISTA DE CHILE;2015;25;872;94;94
Univ.;1033;U. ADVENTISTA DE CHILE;2014;25;872;94;94
Univ.;1033;U. ADVENTISTA DE CHILE;2013;12;717;86;86
Univ.;1033;U. ADVENTISTA DE CHILE;2012;12;717;110;110
Univ.;1033;U. ADVENTISTA DE CHILE;2011;12;717;110;110
Univ.;1033;U. ADVENTISTA DE CHILE;2010;12;717;110;110
Univ.;1033;U. ADVENTISTA DE CHILE;2009;12;717;110;110
Univ.;1033;U. ADVENTISTA DE CHILE;2008;11;653;103;103
Univ.;1033;U. ADVENTISTA DE CHILE;2007;12;673;106;106
Univ.;1033;U. ADVENTISTA DE CHILE;2006;11;633;93;93
Univ.;1033;U. ADVENTISTA DE CHILE;2005;4;443;78;78
Univ.;1034;U. DEL DESARROLLO;2024;97;5.853;528;528
Univ.;1034;U. DEL DESARROLLO;2023;92;5.513;517;517
Univ.;1034;U. DEL DESARROLLO;2022;98;5.768;526;526
Univ.;1034;U. DEL DESARROLLO;2021;87;5.700;634;634
Univ.;1034;U. DEL DESARROLLO;2020;96;5.818;518;518
Univ.;1034;U. DEL DESARROLLO;2019;94;5.806;524;524
Univ.;1034;U. DEL DESARROLLO;2018;92;5.743;491;491
Univ.;1034;U. DEL DESARROLLO;2017;96;5.774;472;472
Univ.;1034;U. DEL DESARROLLO;2016;92;5.675;525;525
Univ.;1034;U. DEL DESARROLLO;2015;91;5.940;525;525
Univ.;1034;U. DEL DESARROLLO;2014;91;5.940;525;525
Univ.;1034;U. DEL DESARROLLO;2013;91;5.906;460;460
Univ.;1034;U. DEL DESARROLLO;2012;90;5.719;458;458
Univ.;1034;U. DEL DESARROLLO;2011;100;6.030;495;495
Univ.;1034;U. DEL DESARROLLO;2010;99;7.356;446;446
Univ.;1034;U. DEL DESARROLLO;2009;88;5.275;441;472
Univ.;1034;U. DEL DESARROLLO;2008;92;5.562;439;439
Univ.;1034;U. DEL DESARROLLO;2007;85;5.239;379;379
Univ.;1034;U. DEL DESARROLLO;2006;54;3.899;292;280
Univ.;1034;U. DEL DESARROLLO;2005;46;3.486;268;248
Univ.;1034;U. DEL DESARROLLO;2024;271;12.474;940;940
Univ.;1034;U. DEL DESARROLLO;2023;236;12.821;954;954
Univ.;1034;U. DEL DESARROLLO;2022;248;13.827;885;885
Univ.;1034;U. DEL DESARROLLO;2021;227;10.981;950;950
Univ.;1034;U. DEL DESARROLLO;2020;219;11.193;789;789
Univ.;1034;U. DEL DESARROLLO;2019;202;10.479;755;755
Univ.;1034;U. DEL DESARROLLO;2018;202;11.392;713;713
Univ.;1034;U. DEL DESARROLLO;2017;194;10.832;668;668
Univ.;1034;U. DEL DESARROLLO;2016;165;9.209;735;735
Univ.;1034;U. DEL DESARROLLO;2015;163;8.938;735;735
Univ.;1034;U. DEL DESARROLLO;2014;163;8.937;735;735
Univ.;1034;U. DEL DESARROLLO;2013;171;8.746;720;720
Univ.;1034;U. DEL DESARROLLO;2012;187;8.882;761;761
Univ.;1034;U. DEL DESARROLLO;2011;180;10.201;682;682
Univ.;1034;U. DEL DESARROLLO;2010;115;7.853;586;586
Univ.;1034;U. DEL DESARROLLO;2009;98;7.322;586;597
Univ.;1034;U. DEL DESARROLLO;2008;83;5.360;545;545
Univ.;1034;U. DEL DESARROLLO;2007;63;4.442;492;492
Univ.;1034;U. DEL DESARROLLO;2006;57;4.301;369;355
Univ.;1034;U. DEL DESARROLLO;2005;53;3.987;304;281
Univ.;1035;U. SAN SEBASTIÁN;2024;210;12.130;404;404
Univ.;1035;U. SAN SEBASTIÁN;2023;196;11.273;524;524
Univ.;1035;U. SAN SEBASTIÁN;2022;222;8.989;455;455
Univ.;1035;U. SAN SEBASTIÁN;2021;159;8.963;455;455
Univ.;1035;U. SAN SEBASTIÁN;2020;159;8.963;455;455
Univ.;1035;U. SAN SEBASTIÁN;2019;133;9.415;424;424
Univ.;1035;U. SAN SEBASTIÁN;2018;133;9.415;424;424
Univ.;1035;U. SAN SEBASTIÁN;2017;75;9.415;462;462
Univ.;1035;U. SAN SEBASTIÁN;2016;75;9.415;462;462
Univ.;1035;U. SAN SEBASTIÁN;2015;75;9.415;462;462
Univ.;1035;U. SAN SEBASTIÁN;2014;75;10.010;453;453
Univ.;1035;U. SAN SEBASTIÁN;2013;75;10.010;485;485
Univ.;1035;U. SAN SEBASTIÁN;2012;75;10.010;485;485
Univ.;1035;U. SAN SEBASTIÁN;2007;57;3.561;568;568
Univ.;1035;U. SAN SEBASTIÁN;2006;31;2.782;300;280
Univ.;1035;U. SAN SEBASTIÁN;2005;31;2.782;256;256
Univ.;1035;U. SAN SEBASTIÁN;2021;5;1.302;s/i;s/i
Univ.;1035;U. SAN SEBASTIÁN;2020;5;1.302;20;20
Univ.;1035;U. SAN SEBASTIÁN;2019;5;1.302;20;20
Univ.;1035;U. SAN SEBASTIÁN;2018;5;1.302;20;20
Univ.;1035;U. SAN SEBASTIÁN;2017;5;1.302;20;20
Univ.;1035;U. SAN SEBASTIÁN;2016;5;1.302;20;20
Univ.;1035;U. SAN SEBASTIÁN;2015;5;1.302;20;20
Univ.;1035;U. SAN SEBASTIÁN;2014;5;1.002;20;20
Univ.;1035;U. SAN SEBASTIÁN;2013;5;1.002;20;20
Univ.;1035;U. SAN SEBASTIÁN;2012;5;1.002;20;20
Univ.;1035;U. SAN SEBASTIÁN;2007;15;1.294;100;100
Univ.;1035;U. SAN SEBASTIÁN;2006;18;1.294;65;65
Univ.;1035;U. SAN SEBASTIÁN;2005;18;1.294;60;60
Univ.;1035;U. SAN SEBASTIÁN;2024;140;7.001;166;166
Univ.;1035;U. SAN SEBASTIÁN;2023;127;6.821;232;232
Univ.;1035;U. SAN SEBASTIÁN;2022;63;4.018;242;242
Univ.;1035;U. SAN SEBASTIÁN;2021;60;3.771;242;242
Univ.;1035;U. SAN SEBASTIÁN;2020;60;3.771;242;242
Univ.;1035;U. SAN SEBASTIÁN;2019;57;3.689;224;224
Univ.;1035;U. SAN SEBASTIÁN;2018;59;3.548;162;162
Univ.;1035;U. SAN SEBASTIÁN;2017;43;3.429;162;162
Univ.;1035;U. SAN SEBASTIÁN;2016;43;3.429;162;162
Univ.;1035;U. SAN SEBASTIÁN;2015;43;3.429;162;162
Univ.;1035;U. SAN SEBASTIÁN;2014;39;3.429;156;156
Univ.;1035;U. SAN SEBASTIÁN;2013;33;3.429;167;167
Univ.;1035;U. SAN SEBASTIÁN;2012;33;2.139;167;167
Univ.;1035;U. SAN SEBASTIÁN;2007;27;3.143;166;166
Univ.;1035;U. SAN SEBASTIÁN;2006;27;2.104;120;120
Univ.;1035;U. SAN SEBASTIÁN;2005;25;1.939;101;101
Univ.;1035;U. SAN SEBASTIÁN;2024;301;16.126;463;463
Univ.;1035;U. SAN SEBASTIÁN;2023;171;12.350;804;804
Univ.;1035;U. SAN SEBASTIÁN;2022;188;11.660;1.084;1.160
Univ.;1035;U. SAN SEBASTIÁN;2021;126;8.768;1.084;1.160
Univ.;1035;U. SAN SEBASTIÁN;2020;129;9.213;914;914
Univ.;1035;U. SAN SEBASTIÁN;2019;103;6.444;415;415
Univ.;1035;U. SAN SEBASTIÁN;2018;33;1.218;415;415
Univ.;1035;U. SAN SEBASTIÁN;2017;97;6.423;453;453
Univ.;1035;U. SAN SEBASTIÁN;2016;62;6.189;712;712
Univ.;1035;U. SAN SEBASTIÁN;2015;74;6.189;712;712
Univ.;1035;U. SAN SEBASTIÁN;2014;74;6.189;696;696
Univ.;1035;U. SAN SEBASTIÁN;2013;58;6.189;813;813
Univ.;1035;U. SAN SEBASTIÁN;2012;58;4.201;813;813
Univ.;1035;U. SAN SEBASTIÁN;2007;11;621;160;160
Univ.;1035;U. SAN SEBASTIÁN;2006;5;406;31;31
Univ.;1035;U. SAN SEBASTIÁN;2007;6;461;185;185
Univ.;1035;U. SAN SEBASTIÁN;2006;4;461;60;60
Univ.;1035;U. SAN SEBASTIÁN;2005;4;461;54;54
Univ.;1035;U. SAN SEBASTIÁN;2024;77;3.734;156;156
Univ.;1035;U. SAN SEBASTIÁN;2023;60;3.239;128;128
Univ.;1035;U. SAN SEBASTIÁN;2022;63;2.307;130;130
Univ.;1035;U. SAN SEBASTIÁN;2021;22;1.056;130;130
Univ.;1035;U. SAN SEBASTIÁN;2020;22;1.056;165;165
Univ.;1035;U. SAN SEBASTIÁN;2019;22;1.255;165;165
Univ.;1035;U. SAN SEBASTIÁN;2018;22;1.255;165;165
Univ.;1035;U. SAN SEBASTIÁN;2017;14;1.255;165;165
Univ.;1035;U. SAN SEBASTIÁN;2016;14;1.255;165;165
Univ.;1035;U. SAN SEBASTIÁN;2015;14;1.255;165;165
Univ.;1035;U. SAN SEBASTIÁN;2014;26;1.255;165;165
Univ.;1035;U. SAN SEBASTIÁN;2013;26;1.255;123;123
Univ.;1035;U. SAN SEBASTIÁN;2012;26;1.255;123;123
Univ.;1035;U. SAN SEBASTIÁN;2007;14;711;141;141
Univ.;1035;U. SAN SEBASTIÁN;2006;12;588;65;65
Univ.;1035;U. SAN SEBASTIÁN;2005;8;499;62;62
Univ.;1036;U. UCINF;2009;4;100;35;35
Univ.;1036;U. UCINF;2008;4;100;35;35
Univ.;1036;U. UCINF;2007;4;59;33;33
Univ.;1036;U. UCINF;2006;3;379;10;10
Univ.;1036;U. UCINF;2005;4;114;29;29
Univ.;1036;U. UCINF;2017;5;194;115;115
Univ.;1036;U. UCINF;2016;37;1.762;248;248
Univ.;1036;U. UCINF;2015;29;1.463;323;323
Univ.;1036;U. UCINF;2014;35;1.331;492;470
Univ.;1036;U. UCINF;2013;41;2.566;606;586
Univ.;1036;U. UCINF;2012;39;2.631;646;646
Univ.;1036;U. UCINF;2010;24;1.041;367;367
Univ.;1036;U. UCINF;2009;34;1.280;428;428
Univ.;1036;U. UCINF;2008;34;1.280;428;428
Univ.;1036;U. UCINF;2007;42;1.209;450;450
Univ.;1036;U. UCINF;2006;26;1.283;380;380
Univ.;1036;U. UCINF;2005;16;1.586;253;253
Univ.;1037;U. AUTÓNOMA DE CHILE;2024;215;7.483;871;871
Univ.;1037;U. AUTÓNOMA DE CHILE;2023;199;7.345;789;789
Univ.;1037;U. AUTÓNOMA DE CHILE;2022;200;7.257;796;796
Univ.;1037;U. AUTÓNOMA DE CHILE;2021;190;6.767;768;768
Univ.;1037;U. AUTÓNOMA DE CHILE;2020;190;6.767;768;768
Univ.;1037;U. AUTÓNOMA DE CHILE;2019;190;6.767;768;768
Univ.;1037;U. AUTÓNOMA DE CHILE;2018;190;6.767;771;771
Univ.;1037;U. AUTÓNOMA DE CHILE;2017;99;7.432;444;444
Univ.;1037;U. AUTÓNOMA DE CHILE;2016;99;7.432;568;568
Univ.;1037;U. AUTÓNOMA DE CHILE;2015;78;7.107;546;546
Univ.;1037;U. AUTÓNOMA DE CHILE;2014;38;2.070;750;750
Univ.;1037;U. AUTÓNOMA DE CHILE;2013;38;2.070;750;750
Univ.;1037;U. AUTÓNOMA DE CHILE;2012;36;1.989;554;554
Univ.;1037;U. AUTÓNOMA DE CHILE;2011;28;1.406;324;324
Univ.;1037;U. AUTÓNOMA DE CHILE;2010;22;1.200;405;405
Univ.;1037;U. AUTÓNOMA DE CHILE;2009;22;1.200;204;204
Univ.;1037;U. AUTÓNOMA DE CHILE;2008;18;1.002;169;169
Univ.;1037;U. AUTÓNOMA DE CHILE;2007;13;724;145;145
Univ.;1037;U. AUTÓNOMA DE CHILE;2006;11;594;132;132
Univ.;1037;U. AUTÓNOMA DE CHILE;2005;9;416;170;170
Univ.;1037;U. AUTÓNOMA DE CHILE;2024;80;5.948;645;645
Univ.;1037;U. AUTÓNOMA DE CHILE;2023;76;5.837;681;681
Univ.;1037;U. AUTÓNOMA DE CHILE;2022;68;5.387;819;819
Univ.;1037;U. AUTÓNOMA DE CHILE;2021;67;5.429;804;804
Univ.;1037;U. AUTÓNOMA DE CHILE;2020;67;5.429;804;804
Univ.;1037;U. AUTÓNOMA DE CHILE;2019;67;5.029;643;643
Univ.;1037;U. AUTÓNOMA DE CHILE;2018;66;3.025;687;687
Univ.;1037;U. AUTÓNOMA DE CHILE;2017;51;3.834;354;354
Univ.;1037;U. AUTÓNOMA DE CHILE;2016;51;3.834;346;346
Univ.;1037;U. AUTÓNOMA DE CHILE;2015;44;3.236;576;576
Univ.;1037;U. AUTÓNOMA DE CHILE;2014;42;2.484;576;576
Univ.;1037;U. AUTÓNOMA DE CHILE;2013;40;2.324;530;530
Univ.;1037;U. AUTÓNOMA DE CHILE;2012;23;1.597;368;368
Univ.;1037;U. AUTÓNOMA DE CHILE;2011;23;1.597;368;368
Univ.;1037;U. AUTÓNOMA DE CHILE;2010;23;1.597;368;368
Univ.;1037;U. AUTÓNOMA DE CHILE;2009;23;1.597;326;326
Univ.;1037;U. AUTÓNOMA DE CHILE;2008;23;1.597;326;326
Univ.;1037;U. AUTÓNOMA DE CHILE;2007;19;1.331;226;226
Univ.;1037;U. AUTÓNOMA DE CHILE;2006;12;404;180;180
Univ.;1037;U. AUTÓNOMA DE CHILE;2005;12;404;152;152
Univ.;1037;U. AUTÓNOMA DE CHILE;2024;219;7.789;736;736
Univ.;1037;U. AUTÓNOMA DE CHILE;2023;235;7.270;699;699
Univ.;1037;U. AUTÓNOMA DE CHILE;2022;215;6.196;682;682
Univ.;1037;U. AUTÓNOMA DE CHILE;2021;224;6.711;634;634
Univ.;1037;U. AUTÓNOMA DE CHILE;2020;224;6.711;634;634
Univ.;1037;U. AUTÓNOMA DE CHILE;2019;238;7.145;621;621
Univ.;1037;U. AUTÓNOMA DE CHILE;2018;206;5.341;635;635
Univ.;1037;U. AUTÓNOMA DE CHILE;2017;82;6.271;635;635
Univ.;1037;U. AUTÓNOMA DE CHILE;2016;82;6.271;629;629
Univ.;1037;U. AUTÓNOMA DE CHILE;2015;64;5.994;512;512
Univ.;1037;U. AUTÓNOMA DE CHILE;2014;58;5.037;497;497
Univ.;1037;U. AUTÓNOMA DE CHILE;2013;55;4.797;487;487
Univ.;1037;U. AUTÓNOMA DE CHILE;2012;47;4.477;487;487
Univ.;1037;U. AUTÓNOMA DE CHILE;2011;47;4.477;487;487
Univ.;1037;U. AUTÓNOMA DE CHILE;2010;43;3.997;487;487
Univ.;1037;U. AUTÓNOMA DE CHILE;2009;43;3.997;371;371
Univ.;1037;U. AUTÓNOMA DE CHILE;2008;30;2.857;200;200
Univ.;1037;U. AUTÓNOMA DE CHILE;2007;30;2.857;280;280
Univ.;1037;U. AUTÓNOMA DE CHILE;2006;23;2.103;126;126
Univ.;1037;U. AUTÓNOMA DE CHILE;2005;25;2.800;230;230
Univ.;1038;U. DE ACONCAGUA;2024;5;180;27;27
Univ.;1038;U. DE ACONCAGUA;2023;5;180;39;39
Univ.;1038;U. DE ACONCAGUA;2022;5;180;39;39
Univ.;1038;U. DE ACONCAGUA;2021;5;180;39;39
Univ.;1038;U. DE ACONCAGUA;2020;4;141;39;39
Univ.;1038;U. DE ACONCAGUA;2019;4;141;39;39
Univ.;1038;U. DE ACONCAGUA;2018;4;141;39;39
Univ.;1038;U. DE ACONCAGUA;2017;3;111;23;23
Univ.;1038;U. DE ACONCAGUA;2016;3;111;31;31
Univ.;1038;U. DE ACONCAGUA;2015;4;204;31;31
Univ.;1038;U. DE ACONCAGUA;2014;4;204;21;21
Univ.;1038;U. DE ACONCAGUA;2013;4;204;16;16
Univ.;1038;U. DE ACONCAGUA;2024;12;643;34;34
Univ.;1038;U. DE ACONCAGUA;2023;12;643;41;41
Univ.;1038;U. DE ACONCAGUA;2022;12;643;41;41
Univ.;1038;U. DE ACONCAGUA;2021;10;515;41;41
Univ.;1038;U. DE ACONCAGUA;2020;8;426;41;41
Univ.;1038;U. DE ACONCAGUA;2019;8;426;41;41
Univ.;1038;U. DE ACONCAGUA;2018;8;469;45;45
Univ.;1038;U. DE ACONCAGUA;2017;8;469;35;32
Univ.;1038;U. DE ACONCAGUA;2016;9;469;33;33
Univ.;1038;U. DE ACONCAGUA;2015;8;400;33;33
Univ.;1038;U. DE ACONCAGUA;2014;12;616;29;29
Univ.;1038;U. DE ACONCAGUA;2013;5;162;25;25
Univ.;1038;U. DE ACONCAGUA;2017;1;30;s/i;s/i
Univ.;1038;U. DE ACONCAGUA;2016;1;30;15;15
Univ.;1038;U. DE ACONCAGUA;2017;s/i;s/i;2;2
Univ.;1038;U. DE ACONCAGUA;2016;s/i;s/i;15;15
Univ.;1038;U. DE ACONCAGUA;2014;2;79;16;17
Univ.;1038;U. DE ACONCAGUA;2013;2;49;16;16
Univ.;1038;U. DE ACONCAGUA;2017;4;138;2;2
Univ.;1038;U. DE ACONCAGUA;2016;4;138;25;25
Univ.;1038;U. DE ACONCAGUA;2015;3;100;25;75
Univ.;1038;U. DE ACONCAGUA;2014;3;100;20;20
Univ.;1038;U. DE ACONCAGUA;2013;3;100;20;20
Univ.;1038;U. DE ACONCAGUA;2006;1;17;20;20
Univ.;1038;U. DE ACONCAGUA;2005;1;17;20;20
Univ.;1038;U. DE ACONCAGUA;2024;1;45;4;4
Univ.;1038;U. DE ACONCAGUA;2023;1;45;36;36
Univ.;1038;U. DE ACONCAGUA;2022;1;45;36;36
Univ.;1038;U. DE ACONCAGUA;2021;2;80;36;36
Univ.;1038;U. DE ACONCAGUA;2020;2;80;36;36
Univ.;1038;U. DE ACONCAGUA;2019;2;80;36;36
Univ.;1038;U. DE ACONCAGUA;2018;2;80;35;35
Univ.;1038;U. DE ACONCAGUA;2017;2;80;29;29
Univ.;1038;U. DE ACONCAGUA;2016;1;23;24;24
Univ.;1038;U. DE ACONCAGUA;2015;2;23;24;24
Univ.;1038;U. DE ACONCAGUA;2014;2;52;20;20
Univ.;1038;U. DE ACONCAGUA;2013;2;53;20;20
Univ.;1038;U. DE ACONCAGUA;2006;2;70;11;3
Univ.;1038;U. DE ACONCAGUA;2005;2;70;11;3
Univ.;1038;U. DE ACONCAGUA;2006;3;95;20;20
Univ.;1038;U. DE ACONCAGUA;2005;3;95;20;20
Univ.;1038;U. DE ACONCAGUA;2017;1;33;s/i;s/i
Univ.;1038;U. DE ACONCAGUA;2016;1;33;25;25
Univ.;1038;U. DE ACONCAGUA;2015;1;132;25;25
Univ.;1038;U. DE ACONCAGUA;2014;3;132;23;23
Univ.;1038;U. DE ACONCAGUA;2013;2;170;23;23
Univ.;1038;U. DE ACONCAGUA;2024;8;493;50;50
Univ.;1038;U. DE ACONCAGUA;2023;8;493;60;60
Univ.;1038;U. DE ACONCAGUA;2022;8;493;60;60
Univ.;1038;U. DE ACONCAGUA;2021;8;461;60;60
Univ.;1038;U. DE ACONCAGUA;2020;7;490;60;60
Univ.;1038;U. DE ACONCAGUA;2019;7;490;60;60
Univ.;1038;U. DE ACONCAGUA;2018;7;490;65;65
Univ.;1038;U. DE ACONCAGUA;2017;7;490;50;50
Univ.;1038;U. DE ACONCAGUA;2016;7;490;50;50
Univ.;1038;U. DE ACONCAGUA;2015;8;452;50;50
Univ.;1038;U. DE ACONCAGUA;2014;8;452;50;50
Univ.;1038;U. DE ACONCAGUA;2013;6;223;50;50
Univ.;1038;U. DE ACONCAGUA;2024;9;404;39;39
Univ.;1038;U. DE ACONCAGUA;2023;9;404;39;39
Univ.;1038;U. DE ACONCAGUA;2022;9;404;39;39
Univ.;1038;U. DE ACONCAGUA;2021;6;285;39;39
Univ.;1038;U. DE ACONCAGUA;2020;9;404;39;39
Univ.;1038;U. DE ACONCAGUA;2019;9;404;39;39
Univ.;1038;U. DE ACONCAGUA;2018;9;331;40;40
Univ.;1038;U. DE ACONCAGUA;2017;2;80;38;38
Univ.;1038;U. DE ACONCAGUA;2016;1;78;38;38
Univ.;1038;U. DE ACONCAGUA;2015;1;156;38;38
Univ.;1038;U. DE ACONCAGUA;2014;2;156;39;39
Univ.;1038;U. DE ACONCAGUA;2013;1;78;39;39
Univ.;1038;U. DE ACONCAGUA;2024;5;196;25;25
Univ.;1038;U. DE ACONCAGUA;2023;6;240;36;36
Univ.;1038;U. DE ACONCAGUA;2022;6;240;36;36
Univ.;1038;U. DE ACONCAGUA;2021;6;234;36;36
Univ.;1038;U. DE ACONCAGUA;2020;7;216;36;36
Univ.;1038;U. DE ACONCAGUA;2019;7;216;36;36
Univ.;1038;U. DE ACONCAGUA;2018;6;177;35;35
Univ.;1038;U. DE ACONCAGUA;2017;6;177;19;49
Univ.;1038;U. DE ACONCAGUA;2016;5;177;30;30
Univ.;1038;U. DE ACONCAGUA;2015;3;135;30;30
Univ.;1038;U. DE ACONCAGUA;2014;3;135;16;16
Univ.;1038;U. DE ACONCAGUA;2013;3;103;16;16
Univ.;1038;U. DE ACONCAGUA;2014;6;198;15;15
Univ.;1038;U. DE ACONCAGUA;2013;6;198;15;15
Univ.;1038;U. DE ACONCAGUA;2024;1;21;s/i;s/i
Univ.;1038;U. DE ACONCAGUA;2023;1;21;14;14
Univ.;1038;U. DE ACONCAGUA;2022;1;21;14;14
Univ.;1038;U. DE ACONCAGUA;2021;1;21;14;14
Univ.;1038;U. DE ACONCAGUA;2020;1;21;14;14
Univ.;1038;U. DE ACONCAGUA;2019;1;21;14;14
Univ.;1038;U. DE ACONCAGUA;2018;1;21;4;4
Univ.;1038;U. DE ACONCAGUA;2017;6;287;9;9
Univ.;1038;U. DE ACONCAGUA;2016;6;287;9;9
Univ.;1038;U. DE ACONCAGUA;2015;4;265;9;9
Univ.;1038;U. DE ACONCAGUA;2014;4;265;s/i;s/i
Univ.;1038;U. DE ACONCAGUA;2013;4;259;s/i;s/i
Univ.;1038;U. DE ACONCAGUA;2019;1;45;s/i;s/i
Univ.;1038;U. DE ACONCAGUA;2018;3;136;4;4
Univ.;1038;U. DE ACONCAGUA;2017;3;136;4;4
Univ.;1038;U. DE ACONCAGUA;2016;3;136;25;25
Univ.;1038;U. DE ACONCAGUA;2015;4;169;26;26
Univ.;1038;U. DE ACONCAGUA;2014;4;169;9;6
Univ.;1038;U. DE ACONCAGUA;2013;4;169;12;12
